Run,AGE,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,sample_type,sex,SRA Study,tissue,cell_type,cell_line
SRR8981931,adult,WGA,302,18456111202,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461787,Human,8293218700,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761321,Illumina HiSeq 4000,donor 2,362-2-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 3 (362-2),2019-04-28T17:17:00Z,1,362-2,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981932,adult,WGA,302,14738088334,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461788,Human,6685820667,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761320,Illumina HiSeq 4000,donor 2,362-3-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 4 (362-3),2019-04-28T17:06:00Z,1,362-3,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981933,adult,WGA,302,16087451816,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461789,Human,7259690589,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761319,Illumina HiSeq 4000,donor 2,362-4-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 5 (362-4),2019-04-28T17:17:00Z,1,362-4,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981934,adult,WGA,302,15454918856,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461790,Human,7017056875,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761318,Illumina HiSeq 4000,donor 2,362-5-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 6 (362-5),2019-04-28T17:11:00Z,1,362-5,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981935,adult,WGA,302,16230077054,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461791,Human,7297443077,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761317,Illumina HiSeq 4000,donor 2,362-6-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 7 (362-6),2019-04-28T17:08:00Z,1,362-6,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981936,adult,WGA,302,13083783674,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461792,Human,5936919703,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761316,Illumina HiSeq 4000,donor 2,362-7-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 8 (362-7),2019-04-28T17:19:00Z,1,362-7,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981937,adult,WGA,302,12489547032,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461793,Human,5655588329,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761315,Illumina HiSeq 4000,donor 2,362-8-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 9 (362-8),2019-04-28T17:03:00Z,1,362-8,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981938,adult,WGA,500,20567337000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461796,Human,10450753150,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761314,Illumina HiSeq 2500,donor 3,363-10-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 2 (363-10),2019-04-28T17:09:00Z,1,363-10,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981939,adult,WGA,500,21160756000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461795,Human,10847479526,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761313,Illumina HiSeq 2500,donor 3,363-1-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 1 (363-1),2019-04-28T17:10:00Z,1,363-1,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981940,adult,WGA,500,10698164000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461827,Human,6237123609,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761312,Illumina HiSeq 2500,donor 1,347HB1-25-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 11 (347HB1-25),2019-04-28T16:56:00Z,1,347HB1-25,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981941,adult,WGA,500,31766804000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461792,Human,16321195126,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761311,Illumina HiSeq 2500,donor 2,362-7-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 8 (362-7),2019-04-28T17:30:00Z,1,362-7,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981942,adult,WGA,500,32203367000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461791,Human,16478473790,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761310,Illumina HiSeq 2500,donor 2,362-6-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 7 (362-6),2019-04-28T17:20:00Z,1,362-6,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981943,adult,WGA,500,25776209000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461794,Human,13201938933,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761309,Illumina HiSeq 2500,donor 2,362-9-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 10 (362-9),2019-04-28T17:32:00Z,1,362-9,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981944,adult,WGA,500,30954905500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461793,Human,15932154333,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761308,Illumina HiSeq 2500,donor 2,362-8-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 9 (362-8),2019-04-28T17:27:00Z,1,362-8,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981945,adult,WGA,500,26011304000,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461788,Human,13465486492,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761307,Illumina HiSeq 2500,donor 2,362-3-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 4 (362-3),2019-04-28T17:11:00Z,1,362-3,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981946,adult,WGA,500,31543077500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461787,Human,16145087902,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761306,Illumina HiSeq 2500,donor 2,362-2-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 3 (362-2),2019-04-28T17:26:00Z,1,362-2,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981947,adult,WGA,500,28295384500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461790,Human,14478764738,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761305,Illumina HiSeq 2500,donor 2,362-5-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 6 (362-5),2019-04-28T17:14:00Z,1,362-5,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981948,adult,WGA,500,32098219500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461789,Human,16390334326,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761304,Illumina HiSeq 2500,donor 2,362-4-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 5 (362-4),2019-04-28T17:18:00Z,1,362-4,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981949,adult,WGA,302,26634647192,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461856,Human,12726880108,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761303,Illumina HiSeq 4000,donor 1,340-5-C,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 40 (340-5),2019-04-28T17:29:00Z,1,340-5,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981950,adult,WGS,302,200776416442,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461870,Human,90072908328,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761302,Illumina HiSeq 4000,donor 1,355HpB,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,eHAP 13 Day Bulk (355HpB),2019-04-29T00:18:00Z,1,355HpB,tissue sample,male,SRP194057,sperm,sperm,
SRR8981951,adult,WGA,302,21880655302,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461854,Human,10485397566,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761301,Illumina HiSeq 4000,donor 1,340-3-C,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 38 (340-3),2019-04-28T17:39:00Z,1,340-3,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981952,adult,WGA,302,22628461964,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461855,Human,10739939852,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761300,Illumina HiSeq 4000,donor 1,340-4-C,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 39 (340-4),2019-04-28T17:17:00Z,1,340-4,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981953,adult,WGA,302,11601622336,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461783,Human,5229117187,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761299,Illumina HiSeq 4000,donor 1,345HS1-8-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 18 (345HS1-8),2019-04-28T17:04:00Z,1,345HS1-8,single cell,male,SRP194057,sperm,sperm,
SRR8981954,adult,WGA,302,10099959650,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461782,Human,4542363610,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761298,Illumina HiSeq 4000,donor 1,345HS1-7-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 17 (345HS1-7),2019-04-28T17:09:00Z,1,345HS1-7,single cell,male,SRP194057,sperm,sperm,
SRR8981955,adult,WGS,302,202174629330,Horizon Discovery,PRJNA533595,SAMN11461871,Human,94376095461,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761297,Illumina HiSeq 4000,cell line,333,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Bulk (333),2019-04-28T22:38:00Z,1,333,cell culture,male,SRP194057,leukemia,,eHAP
SRR8981956,adult,WGS,302,184499795450,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461872,Human,90191365347,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761296,Illumina HiSeq 4000,donor 1,342,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell Bulk (342),2019-04-29T03:45:00Z,1,342,tissue sample,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981957,adult,WGA,302,10845598556,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461779,Human,4882743053,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761295,Illumina HiSeq 4000,donor 1,345HS1-4-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 14 (345HS1-4),2019-04-28T17:00:00Z,1,345HS1-4,single cell,male,SRP194057,sperm,sperm,
SRR8981958,adult,WGA,302,11397582982,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461778,Human,5194835054,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761294,Illumina HiSeq 4000,donor 1,345HS1-3-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 13 (345HS1-3),2019-04-28T17:03:00Z,1,345HS1-3,single cell,male,SRP194057,sperm,sperm,
SRR8981959,adult,WGA,302,14382038488,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461781,Human,6447578868,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761293,Illumina HiSeq 4000,donor 1,345HS1-6-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 16 (345HS1-6),2019-04-28T17:25:00Z,1,345HS1-6,single cell,male,SRP194057,sperm,sperm,
SRR8981960,adult,WGA,302,12875480986,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461780,Human,5806594282,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761292,Illumina HiSeq 4000,donor 1,345HS1-5-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 15 (345HS1-5),2019-04-28T17:13:00Z,1,345HS1-5,single cell,male,SRP194057,sperm,sperm,
SRR8981961,adult,WGA,302,13098666536,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461775,Human,5890390861,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761291,Illumina HiSeq 4000,donor 1,345HS1-2-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 10 (345HS1-2),2019-04-28T17:07:00Z,1,345HS1-2,single cell,male,SRP194057,sperm,sperm,
SRR8981962,adult,WGA,302,10770868354,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461774,Human,4838113751,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761290,Illumina HiSeq 4000,donor 1,345HS1-19-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 9 (345HS1-19),2019-04-28T17:03:00Z,1,345HS1-19,single cell,male,SRP194057,sperm,sperm,
SRR8981963,adult,WGA,302,14307294696,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461777,Human,6412899488,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761289,Illumina HiSeq 4000,donor 1,345HS1-23-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 12 (345HS1-23),2019-04-28T17:10:00Z,1,345HS1-23,single cell,male,SRP194057,sperm,sperm,
SRR8981964,adult,WGA,302,7832391744,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461776,Human,3554861849,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761288,Illumina HiSeq 4000,donor 1,345HS1-20-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 11 (345HS1-20),2019-04-28T16:57:00Z,1,345HS1-20,single cell,male,SRP194057,sperm,sperm,
SRR8981965,adult,WGA,302,15849252034,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461818,Human,7383634145,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761287,Illumina HiSeq 4000,donor 1,347HB1-7-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 2 (347HB1-7),2019-04-28T17:07:00Z,1,347HB1-7,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981966,adult,WGA,302,15407189266,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461819,Human,7426240196,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761286,Illumina HiSeq 4000,donor 1,348HB2-18-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 3 (348HB2-18),2019-04-28T17:05:00Z,1,348HB2-18,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981967,adult,WGA,302,16901708746,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461820,Human,7994042870,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761285,Illumina HiSeq 4000,donor 1,348HB2-4-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 4 (348HB2-4),2019-04-28T17:09:00Z,1,348HB2-4,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981968,adult,WGA,302,15529853512,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461821,Human,7778388972,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761284,Illumina HiSeq 4000,donor 1,340-14-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 5 (340-14),2019-04-28T17:07:00Z,1,340-14,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981969,adult,WGA,302,17460451630,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461814,Human,7670037457,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761283,Illumina HiSeq 4000,donor 4,364-7-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 9 (364-7),2019-04-28T17:08:00Z,1,364-7,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981970,adult,WGA,302,15497185870,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461815,Human,6803066993,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761282,Illumina HiSeq 4000,donor 4,364-8-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 10 (364-8),2019-04-28T17:06:00Z,1,364-8,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8981971,adult,WGA,302,17678024812,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461803,Human,7909336760,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761281,Illumina HiSeq 4000,donor 3,363-7-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 9 (363-7),2019-04-28T17:14:00Z,1,363-7,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981972,adult,WGA,302,18412390360,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461802,Human,8210033966,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761280,Illumina HiSeq 4000,donor 3,363-6-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 8 (363-6),2019-04-28T17:13:00Z,1,363-6,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981973,adult,WGA,302,15605806814,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461801,Human,7040229944,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761279,Illumina HiSeq 4000,donor 3,363-5-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 7 (363-5),2019-04-28T17:11:00Z,1,363-5,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981974,adult,WGA,302,15656575732,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461800,Human,7013694422,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761278,Illumina HiSeq 4000,donor 3,363-4-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 6 (363-4),2019-04-28T17:09:00Z,1,363-4,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981975,adult,WGA,302,13899235316,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461799,Human,6316341840,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761277,Illumina HiSeq 4000,donor 3,363-3-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 5 (363-3),2019-04-28T17:04:00Z,1,363-3,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981976,adult,WGA,302,17658992772,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461798,Human,7936666099,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761276,Illumina HiSeq 4000,donor 3,363-2-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 4 (363-2),2019-04-28T17:15:00Z,1,363-2,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981977,adult,WGA,302,17885374992,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461797,Human,7960158558,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761275,Illumina HiSeq 4000,donor 3,363-12-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 3 (363-12),2019-04-28T17:14:00Z,1,363-12,single cell,male,SRP194057,prefrontal cortex,neuron,
